Line_Num,ESP32_Time,ID0,LinAcc_x,LinAcc_y,LinAcc_z,Pitch_deg,Roll_deg,Yaw_deg,Gyro_deg_x,Gyro_deg_y,Gyro_deg_z,Magnet_uT_x,Magnet_uT_y,Magnet_uT_z,Grav_x,Grav_y,Grav_z,Quat_re,Quat_i,Quat_j,Quat_k,ID1,RawPress_Pa,RawAirspeed,CorrAirspeed,temp_C,ID2,latitude,longitude,heading,gnd_speed,gnd_speed_ms,altitude,hours,mins,secs,hundredths,satellites
4493,404.866364,0,2.246,0.176,4.953,3.556,8.228,-142.832,-35.922,-8.505,-3.021,2.25,-19.562,-27.75,0.477,1.039,10.633,0.316,0.052,0.058,0.946,1,434,27.329,27.329,26.991,2,41.519028,-86.240227,261.320007,78.544,23.93904297,267.5,11,53,30,88,12
4494,404.944366,0,-2.129,-3.918,2.48,3.757,7.086,-142.915,-27.865,-8.393,-1.119,2.062,-18,-28.125,0.523,0.719,10.648,0.315,0.051,0.048,0.946,1,438.208,27.461,27.461,26.991,2,41.519024,-86.240242,261.679993,78.178,23.82749162,267.600006,11,53,30,96,12
4495,405.069366,0,-2.699,-0.473,1.145,4.318,5.379,-142.874,-11.302,-3.357,1.79,2.812,-23.125,-28.25,0.625,0.43,10.688,0.316,0.051,0.032,0.947,1,434,27.329,27.329,26.991,2,41.519024,-86.240273,261.910004,78.228,23.84273087,267.700012,11,53,31,8,12
4496,405.144379,0,-2.203,1.848,2.867,4.736,3.815,-142.846,-17.905,-0.671,2.35,2.625,-18.938,-27.938,0.742,-0.289,10.719,0.317,0.05,0.018,0.947,1,459.251,28.113,28.113,26.991,2,41.51902,-86.240295,261.640015,78.454,23.91161231,267.799988,11,53,31,16,12
4497,405.269379,0,-2.418,-0.32,-0.961,5.485,-0.102,-142.619,-12.422,-9.512,-8.393,1.625,-13,-32,0.867,-0.797,10.727,0.32,0.045,-0.016,0.946,1,469.772,28.433,28.433,26.991,2,41.519016,-86.240334,261.670013,78.083,23.79853703,267.899994,11,53,31,28,12
4498,405.343384,0,1.703,3.387,1.297,6.679,-0.82,-141.379,3.357,-2.35,-6.267,-0.125,-10.875,-32.75,0.969,-0.812,10.773,0.331,0.053,-0.026,0.942,1,455.042,27.984,27.984,26.991,2,41.519016,-86.240349,261.559998,78.416,23.90003048,268,11,53,31,36,12
4499,405.424377,0,-0.938,1.102,0.391,7.105,0.755,-141.038,15.107,-5.148,-3.469,-0.938,-13.75,-33.25,0.992,-0.781,10.781,0.332,0.061,-0.014,0.941,1,476.085,28.623,28.623,26.991,2,41.519012,-86.240379,261.869995,78.191,23.83145383,268.100006,11,53,31,44,12
4500,405.503387,0,1.852,-1.746,1.41,7.296,1.164,-140.939,26.857,-9.736,1.343,-1.375,-14.375,-30.688,1.141,-0.336,10.883,0.333,0.063,-0.012,0.941,1,448.73,27.789,27.789,26.991,2,41.519009,-86.240402,262.100006,78.107,23.80585187,268.200012,11,53,31,52,12
4501,405.631378,0,-3.699,-4.223,1.855,7.87,3.207,-141.188,28.536,-12.31,10.072,-0.5,-18.625,-29.438,1.273,0.336,10.938,0.33,0.074,0.004,0.941,1,455.042,27.984,27.984,26.991,2,41.519009,-86.240433,262.339996,77.764,23.70131058,268.399994,11,53,31,64,12
4502,405.750366,0,-3.957,-2.945,8.328,9.848,8.688,-142.56,48.231,-12.645,9.624,-1.562,-16.75,-29.312,1.523,1.008,10.961,0.313,0.105,0.044,0.943,1,412.958,26.658,26.658,26.991,2,41.519005,-86.240463,261.779999,77.167,23.51935386,268.799988,11,53,31,76,12
4503,405.823364,0,-1.871,-1.516,5.711,11.059,9.145,-142.664,7.498,-19.248,-3.133,-5.25,-20.625,-25.438,1.859,1.25,11.078,0.31,0.116,0.044,0.942,1,420.322,26.895,26.895,26.991,2,41.519001,-86.240486,261.51001,76.885,23.43340445,269.100006,11,53,31,84,12
4504,405.950378,0,-3.121,-5,8.582,12.612,11.592,-142.149,34.019,-4.029,1.231,-7.438,-22.812,-24,1.969,1.438,11.164,0.31,0.136,0.06,0.939,1,402.436,26.316,26.316,26.991,2,41.519001,-86.240517,260.049988,77.216,23.53428833,269.600006,11,53,31,96,12
4505,406.024384,0,-5.301,-6.793,7.902,12.804,12.837,-142.004,34.803,-4.029,-3.805,-6.812,-22.312,-22.125,2.055,2.172,11.398,0.31,0.141,0.069,0.938,1,390.863,25.935,25.935,26.991,2,41.518997,-86.240547,260.429993,76.09,23.19110027,270,11,53,32,4,12
4506,406.079376,0,3.031,0.008,5.879,13.867,16.327,-140.582,13.541,-12.981,-7.386,-5.688,-25.438,-20.25,2.164,2.336,11.523,0.315,0.16,0.092,0.931,1,376.133,25.442,25.442,26.991,2,41.518997,-86.240555,260.630005,75.27,22.94117647,270.299988,11,53,32,8,12
4507,406.199371,0,-3.09,-4.723,-1.262,14.415,18.029,-140.13,23.276,-12.198,-1.79,-6.812,-26.688,-19.5,2.289,2.68,11.641,0.316,0.169,0.104,0.928,1,376.133,25.442,25.442,26.991,2,41.518997,-86.240585,260.98999,75.384,22.97592198,271.100006,11,53,32,20,12
4508,406.383392,0,-5.438,-5.367,-3.418,14.773,18.798,-139.693,13.541,-3.693,-7.05,-7.688,-26.375,-19.188,2.367,3.148,11.781,0.317,0.175,0.108,0.926,1,390.863,25.935,25.935,26.991,2,41.518993,-86.240639,262.459991,74.512,22.71014934,272.5,11,53,32,40,12
4509,406.507385,0,-4.434,-4.078,-4.469,14.929,21.539,-138.654,40.958,4.476,-11.414,-7.562,-28.375,-16.312,2.148,4.07,11.836,0.321,0.185,0.128,0.92,1,412.958,26.658,26.658,26.991,2,41.518993,-86.240669,265.100006,73.17,22.3011277,273.299988,11,53,32,52,12
4510,406.585388,0,-0.641,-2.301,-9.312,13.683,26.44,-136.966,-7.61,3.693,-8.729,-7.5,-30.938,-12.062,1.93,4.195,11.852,0.329,0.191,0.169,0.909,1,416.114,26.76,26.76,26.991,2,41.518997,-86.240685,265.660004,72.841,22.2008534,273.899994,11,53,32,60,12
4511,406.707367,0,0,-4.422,-2.887,12.899,25.621,-136.088,-41.405,0.112,-10.631,-5.25,-32.188,-13.188,1.781,3.805,11.977,0.339,0.184,0.163,0.908,1,409.801,26.556,26.556,26.991,2,41.518997,-86.240723,267.880005,71.658,21.84029259,274.600006,11,53,32,72,12
4512,406.784363,0,2.199,-0.586,-2.262,12.488,23.26,-135.384,-48.231,1.679,-5.707,-5.75,-30.75,-14.25,1.648,2.453,12.242,0.349,0.175,0.145,0.909,1,402.436,26.316,26.316,26.991,2,41.518997,-86.240746,269.279999,71.448,21.77628772,275.100006,11,53,32,80,12
4513,406.906372,0,-2.117,-2.352,-3.422,11.922,16.467,-134.835,-59.87,0.56,-4.812,-4.25,-28.562,-18.938,1.562,1.523,12.32,0.364,0.15,0.092,0.915,1,399.28,26.213,26.213,26.991,2,41.519001,-86.240776,270.940002,70.945,21.6229808,275.799988,11,53,32,92,12
4514,406.946381,0,-2.949,-2.336,-3.359,11.655,11.518,-134.487,-68.039,-0.224,-9.624,-3.938,-23.125,-22.562,1.414,-0.391,12.266,0.373,0.132,0.053,0.917,1,394.019,26.04,26.04,26.991,2,41.519001,-86.240784,271.25,70.817,21.5839683,276,11,53,32,96,12
4515,407.072388,0,0.043,-2.418,-1.312,10.976,4.351,-133.588,-36.034,3.133,-9.624,-3.438,-17.688,-28.25,1.359,-1,12.164,0.389,0.103,-0.003,0.916,1,390.863,25.935,25.935,26.991,2,41.519001,-86.240814,272.339996,70.464,21.47637915,276.600006,11,53,33,8,12
4516,407.26239,0,-1.539,1.355,-2.312,10.513,2.582,-133.099,-21.262,-0.336,-3.917,-1.5,-16.562,-30.625,1.273,-1.141,12.039,0.394,0.093,-0.016,0.914,1,368.768,25.192,25.192,26.991,2,41.519005,-86.240868,273.839996,70.307,21.42852789,277.799988,11,53,33,28,12
4517,407.342377,0,2.094,3.895,-1.129,10.314,3.627,-133.173,34.243,-1.007,6.267,-2.688,-17.5,-27.875,1.164,-0.117,11.93,0.393,0.095,-0.007,0.915,1,382.446,25.654,25.654,26.991,2,41.519009,-86.240891,274.070007,70.139,21.37732399,278.299988,11,53,33,36,12
4518,407.465393,0,1.75,-0.926,-5.703,10.009,8.205,-134.335,-1.007,0.448,4.252,-2.312,-21.562,-25.438,1.125,-0.008,11.867,0.38,0.108,0.032,0.918,1,402.436,26.316,26.316,26.991,2,41.519009,-86.240913,274.709991,69.948,21.31911003,278.899994,11,53,33,48,12
4519,407.543365,0,2.77,0.773,-5.324,9.813,8.462,-134.615,9.064,-0.783,-4.588,-0.5,-20.938,-25.25,1.062,0.195,11.703,0.378,0.107,0.035,0.919,1,382.446,25.654,25.654,26.991,2,41.519012,-86.240936,275.470001,69.784,21.26912527,279.299988,11,53,33,56,12
4520,407.623383,0,-0.008,-2.484,-2.02,9.177,8.631,-134.238,7.386,2.798,-0.448,-1,-23.5,-23.812,1.008,0.156,11.578,0.381,0.103,0.038,0.918,1,368.768,25.192,25.192,26.991,2,41.519012,-86.240959,276.160004,69.806,21.27583054,279.700012,11,53,33,64,12
4521,407.747375,0,-2.926,-0.621,-3.473,8.983,8.295,-134.106,8.729,6.491,-2.126,-3.062,-22.562,-24.75,0.977,0.109,11.477,0.382,0.1,0.036,0.918,1,379.29,25.548,25.548,26.991,2,41.519016,-86.240982,276.640015,69.73,21.25266687,280.299988,11,53,33,76,12
4522,407.958374,0,-0.422,-0.617,-6.75,8.933,6.784,-134.004,-41.965,4.7,-7.722,-1.812,-20.375,-24.062,0.914,-0.891,11.25,0.385,0.095,0.024,0.918,1,371.925,25.299,25.299,26.991,2,41.51902,-86.241043,277.299988,69.739,21.25540994,281.100006,11,53,33,96,12
4523,408.021393,0,-3.383,-0.035,2.668,7.242,-2.843,-130.276,-23.948,3.805,-13.541,-0.25,-17.938,-28.312,0.742,-2.234,10.648,0.421,0.047,-0.049,0.905,1,405.593,26.419,26.419,26.991,2,41.519024,-86.241058,277.51001,69.622,21.21975008,281.399994,11,53,34,4,12
4524,408.110382,0,-0.078,3.258,4.859,6.992,-7.737,-132.823,-49.462,6.043,-8.281,0.938,-14.125,-30.5,0.742,-2.625,10.523,0.402,0.029,-0.086,0.911,1,423.479,26.996,26.996,26.991,2,41.519024,-86.241081,277.079987,69.44,21.16427918,281.799988,11,53,34,12,12
4525,408.223389,0,2.52,2.148,6.727,6.708,-11.53,-132.424,-54.61,2.574,-2.91,3.688,-13.25,-31.688,0.711,-3.492,10.18,0.406,0.013,-0.115,0.906,1,423.479,26.996,26.996,26.991,2,41.519024,-86.241104,276.709991,69.168,21.08137763,282.399994,11,53,34,24,12
4526,408.301392,0,2.281,5.629,-4.129,6.404,-15.025,-132.2,-58.751,-2.798,10.631,1.125,-7.188,-35.625,0.656,-4.328,9.797,0.408,-0.002,-0.142,0.902,1,412.958,26.658,26.658,26.991,2,41.519028,-86.241127,276.570007,69.133,21.07071015,282.799988,11,53,34,32,12
4527,408.382385,0,-2.383,4.344,-5.133,5.948,-22.268,-133.211,-70.836,-4.029,3.469,-0.125,-3.688,-35.938,0.594,-5.016,9.383,0.398,-0.03,-0.197,0.895,1,412.958,26.658,26.658,26.991,2,41.519032,-86.241142,276.209991,69.168,21.08137763,283.100006,11,53,34,40,12
4528,408.470367,0,-0.117,7.645,-3.941,5.854,-26.955,-133.345,-49.239,-1.567,1.679,0.438,4.312,-37.25,0.586,-5.617,8.93,0.396,-0.047,-0.233,0.887,1,409.801,26.556,26.556,26.991,2,41.519032,-86.241165,275.899994,68.751,20.95428223,283.5,11,53,34,48,12
4529,408.586365,0,2.797,5.012,-3.855,5.753,-32.125,-133.199,-42.524,-1.79,-1.455,0,5.562,-38.75,0.586,-6.359,8.219,0.394,-0.065,-0.273,0.875,1,386.655,25.795,25.795,26.991,2,41.519032,-86.241203,275.450012,68.734,20.94910088,283.899994,11,53,34,60,12
4530,408.701385,0,-0.047,7.188,-4.316,5.672,-40.297,-133.393,-78.894,1.902,0.448,-1.625,11.438,-38.625,0.578,-6.859,7.562,0.387,-0.093,-0.334,0.854,1,405.593,26.419,26.419,26.991,2,41.519032,-86.241234,275.040009,69.204,21.09234989,284.299988,11,53,34,72,12
4531,408.782379,0,2.352,6.727,-4.148,5.438,-46.261,-134.129,-57.072,-7.274,4.476,-0.188,13.75,-40.5,0.57,-6.922,7.477,0.375,-0.113,-0.378,0.839,1,394.019,26.04,26.04,26.991,2,41.519035,-86.241249,274.73999,69.075,21.05303261,284.5,11,53,34,80,12
4532,408.904388,0,0.949,6.633,5.027,5.49,-48.517,-134.543,-56.401,-10.183,5.148,-3.125,20.312,-34.75,0.609,-7.656,6.094,0.37,-0.118,-0.395,0.832,1,390.863,25.935,25.935,26.991,2,41.519035,-86.24128,273.390015,69.285,21.11703749,284.700012,11,53,34,92,12
4533,408.954376,0,3.527,9.168,15.508,7.137,-58.844,-138.358,-67.032,-23.612,5.371,-5.312,24.375,-32.625,0.688,-7.805,5.719,0.338,-0.124,-0.478,0.802,1,371.925,25.299,25.299,26.991,2,41.519035,-86.241287,272.619995,69.16,21.07893935,284.799988,11,53,34,96,12
4534,409.077393,0,-2.137,2.43,12.641,8.001,-63.807,-140.698,-56.96,-31.446,3.357,-8.188,27,-31.75,0.969,-8.203,4.633,0.32,-0.122,-0.516,0.785,1,371.925,25.299,25.299,26.991,2,41.519032,-86.241318,268.649994,70.02,21.34105456,285.100006,11,53,35,8,12
4535,409.184387,0,-2.047,1.461,17.551,9.179,-71.302,-145.151,-62.555,-50.246,3.693,-10.188,28.312,-27.875,1.039,-8.297,4.336,0.287,-0.112,-0.574,0.759,1,394.019,26.04,26.04,26.991,2,41.519032,-86.241348,263.420013,70.233,21.40597379,285.399994,11,53,35,20,12
4536,409.267365,0,-1.414,2.465,24.188,9.782,-74.383,-147.769,-20.591,-75.201,1.231,-12.688,32.25,-28.188,1.656,-8.484,3.352,0.27,-0.102,-0.597,0.748,1,386.655,25.795,25.795,26.991,2,41.519028,-86.241371,259.799988,70.466,21.47698872,285.600006,11,53,35,28,12
4537,409.339386,0,-2.844,0.23,34.387,11.353,-77.384,-157.24,3.917,-78.67,7.274,-16.5,31.438,-23.25,2.039,-8.344,3.617,0.214,-0.047,-0.625,0.749,1,390.863,25.935,25.935,26.991,2,41.519024,-86.241394,255.240005,70.712,21.55196586,285.799988,11,53,35,36,12
4538,409.429382,0,-2.758,-0.965,48.66,12.31,-77.807,-164.699,30.886,-87.398,13.093,-20.312,32.438,-21.188,2.43,-8.195,3.961,0.17,0,-0.63,0.758,1,405.593,26.419,26.419,26.991,2,41.519016,-86.241409,248.860001,70.321,21.43279488,286,11,53,35,44,12
4539,409.607391,0,-0.637,-0.516,52.18,12.582,-77.287,-168.452,28.648,-96.687,15.219,-21.438,31.688,-19.75,3.195,-7.836,4.82,0.146,0.023,-0.626,0.766,1,399.28,26.213,26.213,26.991,2,41.518997,-86.24144,235.300003,69.972,21.32642487,286.700012,11,53,35,60,12
4540,409.697388,0,2.852,11.082,38.848,13.222,-76.777,-179.608,9.4,-84.489,10.631,-28.312,31.562,-18.438,5.273,-7.203,6.383,0.074,0.088,-0.617,0.778,1,386.655,25.795,25.795,26.991,2,41.518986,-86.241455,231.850006,68.895,20.99817129,286.899994,11,53,35,68,12
4541,409.852386,0,1.719,10.25,29.875,14.193,-77.653,162.91,20.703,-70.724,14.883,-34.312,30.562,-14.625,6.211,-7,6.992,0.038,-0.188,0.601,-0.776,1,347.726,24.462,24.462,26.991,2,41.518963,-86.241486,228.029999,67.833,20.67448948,287.299988,11,53,35,84,12
4542,409.937378,0,-6.93,2.953,19.934,14.192,-78.201,158.204,-0.112,-60.093,13.541,-37.062,30.438,-8.688,8.055,-6.75,7.953,0.069,-0.212,0.596,-0.771,1,319.319,23.442,23.442,26.991,2,41.518951,-86.241493,221.360001,67.092,20.44864371,287.5,11,53,35,92,12
4543,410.016388,0,-9.918,0.254,23.266,13.918,-80.338,147.736,-4.141,-54.498,12.645,-40.75,32.062,-5.562,8.961,-6.656,8.297,0.136,-0.267,0.589,-0.75,1,326.684,23.711,23.711,26.991,2,41.518936,-86.241501,214.369995,66.012,20.11947577,287.700012,11,53,36,0,12
4544,410.096375,0,-11.496,1.367,14.719,13.852,-80.567,144.35,26.074,-40.174,16.562,-39.938,31.438,-3.812,9.797,-6.453,8.664,0.158,-0.284,0.583,-0.745,1,313.006,23.209,23.209,26.991,2,41.518921,-86.241508,207.460007,65.796,20.05364218,287.899994,11,53,36,8,12
4545,410.166382,0,-7.148,5.941,17.211,13.271,-80.379,140.255,-3.357,-34.243,11.974,-41.188,31,-2.438,10.5,-6.352,9,0.188,-0.301,0.573,-0.739,1,329.84,23.825,23.825,26.991,2,41.518906,-86.241508,200.039993,65.84,20.06705273,288.100006,11,53,36,16,12
4546,410.304382,0,-6.449,7.617,9.238,12.843,-80.849,137.899,-11.526,-29.431,8.281,-41.188,30,-0.188,10.977,-6.328,9.289,0.204,-0.311,0.571,-0.732,1,319.319,23.442,23.442,26.991,2,41.518856,-86.241486,177.960007,80.353,24.49039927,289.200012,11,53,36,32,12
4547,410.388367,0,-13.34,0.883,6.012,12.037,-80.706,135.703,13.093,-28.76,22.493,-40.5,30.25,1.312,11.773,-6.289,9.93,0.223,-0.317,0.566,-0.728,1,319.319,23.442,23.442,26.991,2,41.518833,-86.241478,173.330002,84.62,25.7909174,289.700012,11,53,36,40,12
4548,410.467377,0,-12.84,3.512,8.66,9.877,-80.838,130.376,15.667,-35.027,23.053,-39.812,31,1.562,12.172,-6.336,10.008,0.268,-0.331,0.559,-0.712,1,305.641,22.934,22.934,26.991,2,41.51881,-86.24147,169.580002,88.185,26.87747638,290,11,53,36,48,12
4549,410.583374,0,-13.863,0.902,7.152,8.657,-80.998,127.085,6.379,-36.146,19.472,-39.625,32.562,1.625,12.516,-6.438,9.945,0.294,-0.34,0.554,-0.701,1,313.006,23.209,23.209,26.991,2,41.51878,-86.241455,164.649994,91.407,27.85949406,290.5,11,53,36,60,12
4550,410.705383,0,-13.871,3.039,6.301,7.435,-81.601,123.894,-16.003,-35.027,22.605,-37.75,31.562,4.125,12.992,-6.914,9.578,0.318,-0.35,0.552,-0.687,1,316.162,23.326,23.326,26.991,2,41.518749,-86.24144,159.979996,94.438,28.78329778,290.799988,11,53,36,72,12
4551,410.788391,0,-7.855,11.031,9.797,5.101,-85.06,117.902,-12.757,-34.243,18.8,-37.938,31.625,7.438,13.367,-7.492,8.992,0.354,-0.376,0.562,-0.646,1,301.433,22.776,22.776,26.991,2,41.518726,-86.241432,157.139999,96.013,29.26333435,290.899994,11,53,36,80,12
4552,410.91037,0,-14.27,4.102,4.039,4.269,-86.685,115.14,-8.952,-26.186,13.317,-36.25,32.875,9.5,13.5,-7.625,8.812,0.368,-0.391,0.564,-0.627,1,301.433,22.776,22.776,26.991,2,41.518696,-86.241409,153.240005,99.155,30.22096922,291,11,53,36,92,12
4553,410.952393,0,-9.168,9.949,7.387,3.513,-87.167,111.408,11.75,-26.41,10.743,-36.375,32.562,11.625,13.734,-7.586,8.555,0.391,-0.407,0.557,-0.61,1,319.319,23.442,23.442,26.991,2,41.518688,-86.241402,152.110001,100.101,30.50929595,291,11,53,36,96,12
4554,411.070374,0,-12.555,5.262,6.688,3.151,-86.382,110.093,29.319,-31.557,9.848,-35.875,30.938,13.562,13.781,-7.453,8.555,0.402,-0.408,0.549,-0.608,1,323.527,23.596,23.596,26.991,2,41.518658,-86.241379,148.809998,102.514,31.24474246,291,11,53,37,8,12
4555,411.146393,0,-9.422,8.344,11.312,2.521,-85.481,107.863,18.912,-42.412,18.129,-35,33,13.438,13.914,-7.164,8.43,0.42,-0.413,0.539,-0.602,1,340.361,24.202,24.202,26.991,2,41.518639,-86.241364,146.839996,103.743,31.61932338,290.899994,11,53,37,16,12
4556,411.267365,0,-9.094,9.055,13.988,0.609,-82.039,102.84,27.753,-43.979,22.605,-33.875,33.875,12.812,13.992,-7.016,8.281,0.468,-0.412,0.511,-0.592,1,337.205,24.089,24.089,26.991,2,41.518612,-86.241325,142.199997,106.479,32.45321548,290.700012,11,53,37,28,12
4557,411.346375,0,-10.383,5.66,15.078,-0.658,-80.186,98.59,16.226,-49.239,13.429,-31.688,34,10.625,14.164,-6.898,7.805,0.502,-0.417,0.491,-0.578,1,350.882,24.573,24.573,26.991,2,41.518593,-86.241302,139.5,107.459,32.75190491,290.5,11,53,37,36,12
4558,411.426392,0,-14.578,1.164,17.746,-1.477,-77.275,93.802,36.705,-49.91,15.443,-29.438,35.188,9.812,14.258,-6.523,7.75,0.54,-0.419,0.463,-0.565,1,376.133,25.442,25.442,26.991,2,41.518578,-86.241287,136.199997,109.392,33.34105456,290.200012,11,53,37,44,12
4559,411.542389,0,-15.16,-1.914,24.848,-2.006,-74.267,89.776,50.693,-45.322,27.193,-28.25,35.5,8.875,14.305,-6.258,7.719,0.572,-0.418,0.436,-0.555,1,358.247,24.83,24.83,26.991,2,41.518551,-86.241249,131.169998,113.309,34.5348979,289.899994,11,53,37,56,12
4560,411.628387,0,-10.367,7.617,19.645,-2.792,-70.293,85.417,29.096,-53.379,25.403,-25.812,36.375,6.062,14.414,-5.961,7.648,0.61,-0.409,0.405,-0.544,1,358.247,24.83,24.83,26.991,2,41.518536,-86.241219,127.949997,115.235,35.12191405,289.700012,11,53,37,64,12
4561,411.740387,0,-13.891,4.48,12.496,-3.726,-64.686,78.566,36.146,-51.029,22.605,-22.188,37.438,2.75,14.477,-5.742,7.672,0.665,-0.396,0.36,-0.521,1,347.726,24.462,24.462,26.991,2,41.518517,-86.241173,123.470001,117.429,35.79061262,289.299988,11,53,37,76,12
4562,411.826385,0,-15.312,2.078,23.125,-3.556,-61.362,74.305,31.334,-51.589,11.862,-19.938,37.062,0.25,14.672,-5.211,7.656,0.695,-0.39,0.329,-0.507,1,355.091,24.72,24.72,26.991,2,41.518505,-86.241142,120.290001,118.604,36.14873514,289.299988,11,53,37,84,12
4563,411.869385,0,-16.742,-1.117,24.098,-2.413,-57.331,69.053,37.377,-45.769,11.526,-18.625,37.125,-2.688,14.938,-4.641,7.594,0.728,-0.385,0.287,-0.489,1,361.404,24.939,24.939,26.991,2,41.518497,-86.241127,118.660004,119.151,36.31545261,289.200012,11,53,37,88,12
4564,411.91037,0,-9.617,7.852,18.875,-1.312,-54.855,65.972,30.886,-40.622,11.414,-18.5,37.5,-4.812,15,-4.398,7.656,0.747,-0.381,0.259,-0.479,1,347.726,24.462,24.462,26.991,2,41.518494,-86.241112,117.010002,119.701,36.48308443,289.200012,11,53,37,92,12
4565,411.950378,0,-16.957,-0.859,19.758,-0.777,-52.827,64.198,41.293,-32.676,11.862,-19,37.625,-3.562,15.039,-4.125,7.789,0.76,-0.374,0.242,-0.473,1,358.247,24.83,24.83,26.991,2,41.51849,-86.241096,115.650002,120.371,36.68729046,289.200012,11,53,37,96,12
4566,412.072388,0,-12.371,5.016,12.281,-0.29,-51.709,62.868,19.36,-29.207,11.191,-16.812,38.188,-7.938,15.047,-3.938,7.922,0.768,-0.371,0.229,-0.468,1,358.247,24.83,24.83,26.991,2,41.518471,-86.241051,112.519997,122.135,37.22493142,289.100006,11,53,38,8,12
4567,412.180389,0,-15.668,0.148,9.391,0.059,-47.828,60.02,32.229,-20.143,15.331,-17.5,37.75,-8.625,14.906,-3.305,8.57,0.792,-0.351,0.202,-0.457,1,337.205,24.089,24.089,26.991,2,41.518459,-86.24099,109.459999,123.539,37.65284974,289.100006,11,53,38,20,12
4568,412.264374,0,-10.277,5.105,5.535,-0.067,-46.352,59.065,36.929,-5.595,13.541,-16.188,37.375,-9.062,14.586,-2.664,9.352,0.8,-0.342,0.194,-0.453,1,358.247,24.83,24.83,26.991,2,41.518452,-86.240959,107.68,123.389,37.60713197,289.100006,11,53,38,28,12
4569,412.345367,0,-12.48,3.02,0.883,-0.154,-42.473,56.872,24.955,-14.995,9.4,-15.562,37.75,-13.25,14.414,-2.203,9.68,0.82,-0.318,0.174,-0.443,1,340.361,24.202,24.202,26.991,2,41.518448,-86.240929,106.290001,123.365,37.59981713,289.200012,11,53,38,36,12
4570,412.425385,0,-10.977,3.453,0.824,0.183,-39.755,55.2,25.179,-20.591,11.526,-15.812,37.125,-14.688,14.312,-1.648,9.836,0.833,-0.302,0.156,-0.436,1,355.091,24.72,24.72,26.991,2,41.51844,-86.240898,105.059998,123.467,37.63090521,289.100006,11,53,38,44,12
4571,412.586365,0,-10.984,0.582,10.242,1.077,-36.21,53.354,42.3,-23.5,11.75,-13.812,38,-17.5,14.289,-0.961,9.805,0.848,-0.282,0.132,-0.429,1,358.247,24.83,24.83,26.991,2,41.518429,-86.240822,102.610001,123.735,37.71258763,289.200012,11,53,38,60,12
4572,412.709381,0,-11.461,-0.742,19.547,4.044,-29.153,48.977,64.122,-24.395,13.205,-13.812,35.812,-18.625,14.328,0.125,9.531,0.877,-0.243,0.073,-0.409,1,371.925,25.299,25.299,26.991,2,41.518425,-86.240768,100.199997,123.283,37.57482475,289.5,11,53,38,72,12
4573,412.817383,0,-16.242,-4.887,15.785,5.298,-26.065,46.248,9.512,-26.634,11.862,-12.938,35.75,-26,14.156,0.547,9.609,0.891,-0.225,0.047,-0.392,1,350.882,24.573,24.573,26.991,2,41.518417,-86.240715,98.360001,123.512,37.64462054,289.799988,11,53,38,84,12
4574,412.902374,0,-12.73,-1.059,-0.211,5.622,-23.679,44.988,16.226,-7.61,9.064,-13.25,33.312,-27.125,14.133,0.586,9.609,0.899,-0.208,0.034,-0.383,1,344.57,24.351,24.351,26.991,2,41.518417,-86.240677,97.290001,123.436,37.62145687,290,11,53,38,92,12
4575,412.949371,0,-15.094,-2.219,-2.789,5.602,-22.462,44.57,18.129,-2.238,8.617,-12.438,31.188,-24.25,13.406,1.484,10.195,0.903,-0.198,0.029,-0.38,1,344.57,24.351,24.351,26.991,2,41.518417,-86.240654,96.889999,123.554,37.65742152,290.100006,11,53,38,96,12
4576,413.070374,0,-10.203,2.531,-1.965,5.435,-20.124,43.883,39.167,0.336,3.357,-12.312,32.125,-27.75,13.227,1.688,10.305,0.909,-0.179,0.022,-0.375,1,358.247,24.83,24.83,26.991,2,41.518414,-86.240608,95.809998,123.716,37.70679671,290.399994,11,53,39,8,12
4577,413.180389,0,-8.711,1.523,2.297,5.272,-17.99,43.718,25.626,3.917,-1.902,-10.938,31.125,-28.062,12.391,2.688,10.648,0.913,-0.162,0.016,-0.374,1,347.726,24.462,24.462,26.991,2,41.51841,-86.240555,94.790001,123.527,37.64919232,290.700012,11,53,39,20,12
4578,413.297363,0,-11.305,-3.703,-1.668,5.293,-14.318,44.468,18.017,-1.79,-8.393,-10.562,30.188,-31.5,11.867,3.352,10.773,0.915,-0.133,0.005,-0.38,1,368.768,25.192,25.192,26.991,2,41.51841,-86.240494,94,123.566,37.66107894,291.100006,11,53,39,32,12
4579,413.383392,0,-13.855,-6.805,-2.438,5.187,-12.094,44.589,58.415,4.364,6.379,-11.188,28.812,-32,11.25,4.406,10.664,0.917,-0.114,-0.002,-0.381,1,365.612,25.084,25.084,26.991,2,41.518402,-86.240463,93.82,123.34,37.5921975,291.299988,11,53,39,40,12
4580,413.463379,0,-6.84,-3.859,-2.02,4.864,-5.504,44.061,67.927,3.693,8.057,-10.188,25.688,-33.812,10.789,5.227,10.406,0.924,-0.06,-0.021,-0.376,1,365.612,25.084,25.084,26.991,2,41.518398,-86.240425,93.629997,123.531,37.65041146,291.399994,11,53,39,48,12
